date,hormuz_risk,red_sea_risk,brent_daily_change_pct,us10y_change_bp,hormuz_score,red_sea_score,oil_score,treasury_score,total_score,warning_level
2026-07-25,3,2,-3.9,-2.0,6.0,3.0,-1,0,8.0,Risk-Off
